Unnamed: 0,MF: BLCA,METH: BLCA,GE: BLCA,CNA: BLCA,hsa04010,hsa04012,hsa04110,hsa04115,hsa04370,hsa04520
PPP4R2,0.0,0.0899626443507917,0.0192336730409299,0.0,0,0,0,0,0,0
PPP4C,0.0307429429424564,0.0139002599113805,0.065315448067564,0.0,0,0,0,0,0,0
RAD51C,0.0,0.0640218875212344,0.0222022520988556,0.0,0,0,0,0,0,0
XRCC3,0.0,0.0037739948666443,0.1244043020208099,0.0,0,0,0,0,0,0
EME2,0.0,0.0112761695032704,0.0260292797382731,0.0,0,0,0,0,0,0
MUS81,0.0,0.0104462814321405,0.0242163164564182,0.0,0,0,0,0,0,0
EME1,0.0,0.0005374989918496,0.3029558754069585,0.0,0,0,0,0,0,0
BRCA2,0.0599786268205506,0.0125607643919686,0.192654728050377,0.0,0,0,0,0,0,0
RAD51,0.0,0.0017170383884091,0.2697647913522991,0.0,0,0,0,0,0,0
ERCC4,0.0,0.0174243434966655,0.0447617680396759,0.0,0,0,0,0,0,0
ERCC1,0.0,0.0,0.0106356233264076,0.0,0,0,0,0,0,0
XRCC1,0.0306542475228165,0.0076269911629714,0.0359136688779646,0.0,0,0,0,0,0,0
LIG3,0.0,0.026597653925918,0.0102333106563363,0.0,0,0,0,0,0,0
XRCC6,0.0305706464315975,0.0187533699350149,0.0049041303199517,0.0,0,0,0,0,0,0
XRCC5,0.0305250920702293,0.0780491117735103,0.0122418543816228,0.0,0,0,0,0,0,0
XRCC4,0.0,0.0087993244619702,0.0372791193197127,0.0,0,0,0,0,0,0
LIG4,0.1187679241040169,0.0134273471897844,0.0347076012415053,0.0,0,0,0,0,0,0
HEXB,0.0307404472629177,0.0571772001625597,0.0136031965561822,0.0,0,0,0,0,0,0
HEXA,0.0306607176480964,0.0513244669079064,0.0272457111320275,0.0,0,0,0,0,0,0
EXT2,0.0302497401481692,0.00929756197364,0.006161358614678,0.0,0,0,0,0,0,0
EXT1,0.0,0.0152830516893776,0.020687694214653,0.0,0,0,0,0,0,0
SOS1,0.0902466729457906,0.0070278411763328,0.0444751276124733,0.0,1,0,0,0,0,0
CDK1,0.0,0.0073710847534072,0.3300346149248045,0.0,0,0,1,1,0,0
CCNB1,0.0307498836861005,0.031868784676637,0.3076558784285414,0.0,0,0,1,1,0,0
PCF11,0.0914498431326845,0.0009673476843251,0.040468852076227,0.0,0,0,0,0,0,0
CLP1,0.0306088833799298,0.0852090329515278,0.0301861878914521,0.0,0,0,0,0,0,0
TEAD1,0.0,0.0051939410224128,0.1729530455744066,0.0,0,0,0,0,0,0
YAP1,0.057619200541376,0.03995971666821,0.0977288170445834,0.2689393939393939,0,0,0,0,0,0
TEAD2,0.030344087529311,0.0172479054659429,0.0047574622290192,0.0,0,0,0,0,0,0
TEAD3,0.0305905113717073,0.0284151139510115,0.0435595894706871,0.0,0,0,0,0,0,0
TEAD4,0.0303476645909867,0.0082243277533861,0.1033281383177672,0.0,0,0,0,0,0,0
CDK8,0.0,0.0118494793983529,0.0083495500361611,0.0,0,0,0,0,0,0
CCNC,0.0,0.0084470706820854,0.0070225593655944,0.8219696969696969,0,0,0,0,0,0
SMAD7,0.0,0.0118711906191424,0.1381365940270977,0.0,0,0,0,0,0,0
RNF111,0.0585687124351577,0.0212005681298957,0.027911887362108,0.0,0,0,0,0,0,0
PTEN,0.1531286959498678,0.008633504234905,0.0138771639035521,0.6363636363636364,0,0,0,1,0,0
TP53,0.536097128665596,0.0092958200842821,0.0305843343198804,0.0,1,0,1,1,0,0
TSC1,0.176128774844842,0.0,0.0045254011668527,0.0,0,0,0,0,0,0
TSC2,0.0296676596019532,0.002512747949921,0.0255274429882024,0.0,0,0,0,1,0,0
SCO2,0.0,0.0067077225301277,0.0900890577196619,0.7121212121212122,0,0,0,0,0,0
RRM2B,0.0,0.006491895449488,0.0216059638851958,0.0,0,0,0,1,0,0
GLS2,0.0303905386906255,0.0199157673207541,0.0104951630529017,0.0,0,0,0,0,0,0
IGFBP3,0.0,0.0080599332358443,0.1390021013265669,0.0,0,0,0,1,0,0
PMAIP1,0.0,0.0048613158836551,0.0208647330668847,0.0,0,0,0,1,0,0
BID,0.0,0.00101111868913,0.099401097968011,0.0,0,0,0,1,0,0
TP53AIP1,0.0,0.1952927792205257,0.2004274074247545,0.6136363636363635,0,0,0,1,0,0
ZNF420,0.0306197627004764,0.0093927008037775,0.0424227747290318,0.0,0,0,0,0,0,0
STEAP3,0.0,0.0490270284821659,0.0875169938117648,0.0,0,0,0,1,0,0
BNIP3L,0.0298959019131387,0.2119455562355012,0.0801459280014771,0.9545454545454546,0,0,0,0,0,0
TRIAP1,0.0,0.0051061291402405,0.0466613095390571,0.0,0,0,0,0,0,0
AIFM2,0.0306627201306957,0.0046897256652897,0.0240401326222355,0.0,0,0,0,1,0,0
TP53INP1,0.0610287072278553,0.0030895954629489,0.0159345201774498,0.0,0,0,0,0,0,0
APAF1,0.0301763641558195,0.0084568689274267,0.0372081612792086,0.0,0,0,0,1,0,0
PIDD1,0.0302391511593977,0.0384414717669617,0.0,0.0,0,0,0,1,0,0
CRADD,0.030601930372314,0.0067261968985052,0.0698928455535485,0.0,0,0,0,0,0,0
NLRC4,0.0305057503631603,0.2436226218776427,0.0532542815512594,0.0,0,0,0,0,0,0
CASP6,0.0,0.0085508249613336,0.079750858197448,0.0,0,0,0,0,0,0
CASP10,0.0305433665779248,0.3182758919051494,0.0020967031471677,0.0,0,0,0,0,0,0
NDRG1,0.0,0.0736514118214995,0.0068057785099117,0.0,0,0,0,0,0,0
BCL2L14,0.0,0.0,0.0427830774250832,0.2575757575757575,0,0,0,0,0,0
BIRC5,0.0305845370742214,0.0168351321514822,0.396842005185041,0.7348484848484849,0,0,0,0,0,0
BCL6,0.0,0.0091644575959317,0.0509195410583346,0.8257575757575757,0,0,0,0,0,0
ZNF385A,0.0,0.2336348910407404,0.0269175480031599,0.0,0,0,0,1,0,0
ARID3A,0.0,0.0074061772638578,0.1242898406104139,0.5492424242424242,0,0,0,0,0,0
E2F7,0.0,0.0127418297035797,0.2251319655091585,0.0,0,0,0,0,0,0
E2F8,0.0608735069363003,0.0074651536871635,0.2291190651692058,0.0,0,0,0,0,0,0
GADD45A,0.0,0.0314669046832485,0.0674361433474024,0.0,1,0,1,1,0,0
AURKA,0.0,0.0037073280459021,0.2904057660965118,0.0,0,0,0,0,0,0
PCNA,0.0,0.0095188150973208,0.1487147188520237,0.0,0,0,1,0,0,0
BAX,0.0303896586170792,0.0152217632911506,0.0750740353956094,0.0,0,0,0,1,0,0
SFN,0.0,0.6162793413601212,0.1238656505658895,0.0,0,0,1,1,0,0
PLK2,0.030457212405021,0.0208491370032237,0.0363484988486417,0.0,0,0,0,0,0,0
PLK3,0.0306783270282303,0.063891150235736,0.0900693047658555,0.0,0,0,0,0,0,0
RGCC,0.0307622336251931,0.0775030013876336,0.1559112613317662,0.0,0,0,0,0,0,0
PLAGL1,0.0,0.0213252614046095,0.1148490458900363,0.0,0,0,0,0,0,0
ATF2,0.0609247752316889,0.0004741187189208,0.0473371526153919,0.0,1,0,0,0,0,0
JUN,0.0306580490981185,0.001970624766388,0.1985742503819759,0.0,1,1,0,0,0,0
FOS,0.0306372359771055,0.0078145825618113,0.3521567044800796,0.0,1,0,0,0,0,0
PMS2,0.0,0.0103787942966383,0.0004894338072582,0.0,0,0,0,0,0,0
MLH1,0.0608002720157468,0.0050000353978407,0.0324947211983343,0.0,0,0,0,0,0,0
FANCC,0.0,0.0599648782390086,0.0671763296759028,0.6742424242424242,0,0,0,0,0,0
DDB2,0.0,0.0359823994983049,0.0022189002859573,0.0,0,0,0,1,0,0
PRDM1,0.0,0.02535852276185,0.1649920881265415,0.8219696969696969,0,0,0,0,0,0
MDM2,0.0,0.0067864045602432,0.0023364522980544,0.446969696969697,0,0,1,1,0,0
MDM4,0.0279455465128863,0.0231972485631966,0.0356867284743265,0.2727272727272727,0,0,0,1,0,0
CCNG1,0.0,0.0078337329501125,0.0625258628654047,0.0,0,0,0,1,0,0
HIPK2,0.0302600308447126,0.0064454354885919,0.0794587247172148,0.0,0,0,0,0,0,0
PIN1,0.0,0.0121022068819119,0.0098438265361894,0.0,0,0,0,0,0,0
HIPK1,0.0,0.0112808328219314,0.0653308553368466,0.0,0,0,0,0,0,0
SSRP1,0.0306450667450025,0.0246945820667518,0.045786812208443,0.0,0,0,0,0,0,0
SUPT16H,0.0305902426700969,0.0427319950549515,0.0049858784806429,0.0,0,0,0,0,0,0
CSNK2A1,0.0,0.0,0.0184000430067526,0.0,0,0,0,0,0,1
CSNK2A2,0.0,0.0166302226981248,0.0104060455240122,0.0,0,0,0,0,0,1
TPX2,0.0307156919569326,0.0060963302266851,0.3773349277533777,0.9962121212121212,0,0,0,0,0,0
NOC2L,0.0,0.0074381361480672,0.0584490633549617,0.0,0,0,0,0,0,0
CDK5R1,0.0,0.0561913611951093,0.1355326893705658,0.0,0,0,0,0,0,0
CDK5,0.0,0.038024628678185,0.0933223827250245,0.0,0,0,0,0,0,0
POU4F1,0.0307637979962561,0.3100966423938825,0.0584580359052445,0.0,0,0,0,0,0,0
POU4F2,0.0922457239071776,0.5978508081733771,0.0,0.0,0,0,0,0,0,0
BANP,0.0607428764251265,0.0039970070136892,0.0218638927853735,0.0,0,0,0,0,0,0
PHF20,0.0606571758916642,0.0010099602633254,0.0562795771646292,0.0,0,0,0,0,0,0
L3MBTL1,0.0,0.1899361926169896,0.0178801740511516,0.0,0,0,0,0,0,0
EHMT2,0.0606633861440453,0.0045448842557272,0.0408556500406458,0.0,0,0,0,0,0,0
EHMT1,0.0,0.0139059595420011,0.000248521516288,0.0,0,0,0,0,0,0
TFAP2A,0.0,0.0210761083214712,0.1718708493437092,0.0,0,0,0,0,0,0
DEK,0.0307499957387025,0.0119468136133671,0.023826638782379,0.0,0,0,0,0,0,0
TFAP2C,0.0,0.0330078276309642,0.0716270403336865,0.0,0,0,0,0,0,0
WWOX,0.0,0.004508111837327,0.0657007013567585,0.0,0,0,0,0,0,0
TFAP2B,0.0,0.4234369276942289,0.2387275102738537,0.0,0,0,0,0,0,0
YEATS4,0.0,0.0085659987780728,0.0537994761647771,0.446969696969697,0,0,0,0,0,0
ESR1,0.0304121658087124,0.2393704430054885,0.2603237646778274,0.7196969696969696,0,0,0,0,0,0
ATAD2,0.0306739267692863,0.0126790966346849,0.1434289921052997,0.0,0,0,0,0,0,0
VEGFA,0.0270588512965173,0.0677840192862385,0.0282265026489087,0.0,1,0,0,0,1,0
TGFA,0.0,0.0091040502207271,0.0350670605839068,0.0,1,0,0,0,0,0
CDKN1A,0.2138630824814761,0.2572829026192627,0.1166079534741941,0.0,0,1,1,1,0,0
RUNX1,0.0,0.4453889162343765,0.0465412539905061,0.0,0,0,0,0,0,0
TP73,0.0,0.2284192302457098,0.1561515962841566,0.0,0,0,0,1,0,0
ZFPM1,0.0,0.067112240058265,0.0166683569869832,0.0,0,0,0,0,0,0
GATA1,0.0,0.2467578947443551,0.303886654047203,0.0,0,0,0,0,0,0
CTSK,0.0,0.3364440700603381,0.1776841719264365,0.7651515151515151,0,0,0,0,0,0
SERPINB13,0.0304236480446124,0.6383902466902031,0.0388800638831243,0.678030303030303,0,0,0,0,0,0
CCND1,0.0306977451442419,0.0525404947012205,0.0194287501343794,0.5113636363636365,0,0,1,1,0,0
CDK4,0.0,0.0358188262787795,0.0697121531473709,0.0,0,0,1,1,0,0
ESRRA,0.0,0.0665767172701263,0.0178988181268443,0.0,0,0,0,0,0,0
PPARGC1A,0.0303602983059694,0.0332425234958661,0.4573572380053871,0.0,0,0,0,0,0,0
TWIST1,0.0,0.3601635889131445,0.2154211016781998,0.0,0,0,0,0,0,0
RUNX2,0.0607649497147046,0.108816694323886,0.0769754665618858,0.0,0,0,0,0,0,0
NKX3-2,0.0,0.1702321287119642,0.0779658689303536,0.0,0,0,0,0,0,0
MSX2,0.0,0.0301022634819707,0.0379385207335992,0.0,0,0,0,0,0,0
SMAD4,0.0596538368471463,0.0202110712538379,0.082243465050955,0.0,0,0,1,0,0,0
SMAD1,0.0600313379711717,0.0060701823037123,0.0405420955033133,0.0,0,0,0,0,0,0
RUNX3,0.0,0.16849826142225,0.1003716319729433,0.0,0,0,0,0,0,0
SMAD3,0.0301528407807785,0.0127830411161898,0.0553243209154861,0.0,0,0,1,0,0,0
TFDP1,0.0306367977753353,0.0466612378879695,0.0681900368763624,0.0,0,0,1,0,0,0
E2F6,0.0,0.1662555540926377,0.0014952877380889,0.0,0,0,0,0,0,0
TFDP2,0.0,0.0016618233552579,0.0081050465983294,0.0,0,0,1,0,0,0
MGA,0.0845769379165045,0.1013300583230678,0.0433480560677956,0.0,0,0,0,0,0,0
MAX,0.0,0.0095264742326075,0.0454952184692581,0.0,1,0,0,0,0,0
SUPT4H1,0.0,0.0132424237168664,0.0272505708723699,0.0,0,0,0,0,0,0
SUPT5H,0.0305317604318315,0.521492293699012,0.0155447924024004,0.0,0,0,0,0,0,0
ELOB,0.0,0.0043395896805461,0.0,0.0,0,0,0,0,0,0
ELOC,0.0,0.0239315487934472,0.0,0.0,0,0,0,0,0,0
GTF2F1,0.0306494461881951,0.0063779314180867,0.0098694727921129,0.0,0,0,0,0,0,0
GTF2F2,0.0,0.0043910373209633,0.0070423200318308,0.0,0,0,0,0,0,0
NCBP2,0.0,0.0128961980688187,0.0116103814773159,0.8257575757575757,0,0,0,0,0,0
NCBP1,0.0,0.0266450191084336,0.0166648995520316,0.6742424242424242,0,0,0,0,0,0
TAP1,0.0,0.0063807344777637,0.0799152447764957,0.0,0,0,0,0,0,0
TAP2,0.0,0.038006748087105,0.1559168673946092,0.0,0,0,0,0,0,0
AMN,0.0305288260241635,0.1597247433767339,0.1620875098352636,0.0,0,0,0,0,0,0
CUBN,0.1224861802968992,0.5856216040468823,0.1583021924651451,0.2803030303030303,0,0,0,0,0,0
MMUT,0.0,0.0,0.0,0.0,0,0,0,0,0,0
MMAA,0.0,0.001985358646234,0.0176293273448869,0.0,0,0,0,0,0,0
FASLG,0.0,0.2454607700474197,0.1162337218722153,0.0,1,0,0,0,0,0
FAS,0.0,0.0047606256463669,0.0750382517458179,0.0,1,0,0,1,0,0
BAG4,0.0306642137841936,0.0037950345009744,0.0206147678075909,0.0,0,0,0,0,0,0
TNFRSF1A,0.0306944441033454,0.0094896748264853,0.0219923253456617,0.0,1,0,0,0,0,0
TNF,0.0307318218833494,0.2527140436525542,0.0120535940290735,0.0,1,0,0,0,0,0
TAX1BP1,0.0,0.0258913467811602,0.0371360663687546,0.0,0,0,0,0,0,0
TNFAIP3,0.0,0.0078348631690153,0.1491384243824508,0.0,0,0,0,0,0,0
TNFRSF10A,0.0613420113631602,0.0249488420968868,0.0096432621563751,0.9545454545454546,0,0,0,1,0,0
TNFRSF10D,0.0306713897573099,0.106614887259779,0.1109446964575253,0.9545454545454546,0,0,0,0,0,0
TNFRSF10B,0.0,0.0404967616276823,0.0304918874404455,0.9545454545454546,0,0,0,1,0,0
NGF,0.0,0.0385418384403923,0.2695617977510689,0.0,1,0,0,0,0,0
NGFR,0.0,0.0285885147718544,0.2645157051612543,0.0,1,0,0,0,0,0
IRAK1,0.0613123172089189,0.2411910918597974,0.0603973550906116,0.0,1,0,0,0,0,0
MYD88,0.0304587428859033,0.0332490656180685,0.0096183281400733,0.0,1,0,0,0,0,0
NFKB1,0.0,0.0052121640606992,0.0637106423638996,0.0,1,0,0,0,0,0
RELA,0.0301219178154137,0.0032992539763872,0.0235158852271648,0.0,1,0,0,0,0,0
UBE2B,0.0307435028068806,0.0104555702279162,0.0395669640699271,0.0,0,0,0,0,0,0
RAD18,0.0306937050631776,0.0079480965570751,0.060778742949312,0.0,0,0,0,0,0,0
WDR48,0.0,0.0248733213607394,0.0559519505303219,0.0,0,0,0,0,0,0
USP1,0.0,0.0138192920306024,0.0152542900617986,0.0,0,0,0,0,0,0
REV3L,0.0290345176855817,0.0135596084579085,0.166051885767043,0.8219696969696969,0,0,0,0,0,0
MAD2L2,0.0,0.0325439798446054,0.0969277801180462,0.0,0,0,1,0,0,0
RCHY1,0.0,0.0056262778080109,0.0492676928601607,0.0,0,0,0,1,0,0
POLH,0.0,0.0117715944684009,0.0265846537970534,0.0,0,0,0,0,0,0
TRIM25,0.0303447025086321,0.0250742406837628,0.0482802485333697,0.0,0,0,0,0,0,0
UBE2L6,0.030716330538164,0.0223341592408203,0.0574850450628238,0.0,0,0,0,0,0,0
UBA7,0.0,0.0698121133182659,0.0208107379055572,0.0,0,0,0,0,0,0
ISG15,0.0,0.0214331061297833,0.2111525839060327,0.0,0,0,0,0,0,0
SUMO3,0.0,0.0149189307189763,0.0282093658821151,0.0,0,0,0,0,0,0
FAAP24,0.0,0.0,0.0,0.0,0,0,0,0,0,0
FANCM,0.1804842603924271,0.009846803494865,0.0541056979608626,0.0,0,0,0,0,0,0
CENPX,0.0,0.0,0.0,0.0,0,0,0,0,0,0
CENPS,0.0,0.0061277465450758,0.0,0.0,0,0,0,0,0,0
FANCI,0.0,0.0228238973342737,0.1938285389251685,0.0,0,0,0,0,0,0
FANCD2,0.1486345382665573,0.0015467052971243,0.1878467752619958,0.0,0,0,0,0,0,0
PCCA,0.0,0.0102817565391405,0.0783576654090832,0.0,0,0,0,0,0,0
PCCB,0.0,0.0126793267125391,0.0074962978140967,0.0,0,0,0,0,0,0
MCCC2,0.0,0.0212795384661135,0.0573933063674777,0.0,0,0,0,0,0,0
MCCC1,0.0607066323354779,0.0444518482508825,0.0246882253121943,0.8257575757575757,0,0,0,0,0,0
CLCF1,0.0305244649041156,0.1185789654357994,0.1192298933696321,0.0,0,0,0,0,0,0
CRLF1,0.0,0.0545517728734229,0.1338726831761253,0.0,0,0,0,0,0,0
PRKCSH,0.0,0.0676127894288904,0.0409441046642918,0.0,0,0,0,0,0,0
GANAB,0.0306425815809045,0.0265528936675377,0.0516600889170931,0.0,0,0,0,0,0,0
CALR,0.0,0.0132938945714395,0.1033858946571831,0.0,0,0,0,0,0,0
CANX,0.0,0.0328541720888337,0.0166184933932278,0.0,0,0,0,0,0,0
RAD51B,0.029681958111469,0.0057902026345079,0.0189189882129286,0.5189393939393939,0,0,0,0,0,0
NME2,0.0,0.1679998481912215,0.1176002970700596,0.0,0,0,0,0,0,0
NME1,0.0,0.0226201893171106,0.1696903598088286,0.0,0,0,0,0,0,0
APPL1,0.0611177204553427,0.011213916903148,0.0473761778539319,0.0,0,0,0,0,0,0
DCC,0.1806671730233262,0.1646688111685152,0.0,0.0,0,0,0,0,0,0
MAGED1,0.0,0.1403407529793366,0.0345476177181253,0.0,0,0,0,0,0,0
UNC5A,0.0,0.1085962435918027,0.0956158751896491,0.0,0,0,0,0,0,0
PPP3R1,0.0,0.0109821702427953,0.0138399829338676,0.0,1,0,0,0,1,0
PPP3CC,0.030627960632314,0.0009967978153248,0.0904651694822136,0.9545454545454546,1,0,0,0,1,0
BCL2,0.0306785447302881,0.0214160922740277,0.215440169419737,0.0,0,0,0,1,0,0
BAD,0.0,0.0129686900215682,0.0233414599864743,0.0,0,0,0,0,1,0
BAK1,0.0,0.0296117941522788,0.065166671789817,0.0,0,0,0,0,0,0
CYCS,0.0,0.0110283704325921,0.0058026288988605,0.0,0,0,0,1,0,0
XIAP,0.0301920732864333,0.2082761087862027,0.0128434092582985,0.0,0,0,0,0,0,0
CASP3,0.0,0.0127716683305679,0.0455301743722323,0.6704545454545454,1,0,0,1,0,0
CASP7,0.0,0.0606448509745492,0.0055787337901116,0.0,0,0,0,0,0,0
CASP9,0.0612596092099373,0.0024088585135265,0.0297406116147913,0.0,0,0,0,1,1,0
DIABLO,0.0,0.0045106330152815,0.0262575685222598,0.0,0,0,0,0,0,0
DFFB,0.0,0.0468510570929882,0.0578906279116011,0.0,0,0,0,0,0,0
DFFA,0.0303591539754659,0.0065517524947111,0.0358408997497099,0.0,0,0,0,0,0,0
KPNA1,0.0301501132597308,0.1268593951814885,0.0119518787513606,0.0,0,0,0,0,0,0
KPNB1,0.091311065360905,0.0061492622420993,0.0077551149613745,0.0,0,0,0,0,0,0
PAK2,0.0614422580910503,0.0270532326085049,0.0105152553748766,0.8257575757575757,1,1,0,0,0,0
ARHGAP10,0.0,0.0345055934521816,0.1106989109594282,0.0,0,0,0,0,0,0
RIPK1,0.0303763225885752,0.0101695587794269,0.0433360440238192,0.0,0,0,0,0,0,0
RIPK3,0.0,0.1226186784427473,0.0271919878839437,0.0,0,0,0,0,0,0
GCH1,0.0,0.0200986888238201,0.0596692921683723,0.0,0,0,0,0,0,0
GCHFR,0.0,0.0102501875921028,0.068024011523542,0.0,0,0,0,0,0,0
UBE2V1,0.0,0.0645669509599201,0.0038465953118841,0.0,0,0,0,0,0,0
TRAF6,0.0,0.0082718590385358,0.0671958021789768,0.0,1,0,0,0,0,0
IRAK2,0.0,0.0226314547254965,0.037888972294114,0.0,0,0,0,0,0,0
HBEGF,0.0,0.0771712971101711,0.1960662810199959,0.0,0,1,0,0,0,0
CAPZA2,0.0,0.0045963122593569,0.0903158330956434,0.0,0,0,0,0,0,0
CAPZB,0.0,0.0024427128443857,0.0312369267486807,0.0,0,0,0,0,0,0
CAPZA3,0.0,0.2981286045785321,0.0,0.0,0,0,0,0,0,0
CAPZA1,0.0,0.0062878153617193,0.0369935833772953,0.0,0,0,0,0,0,0
GORASP1,0.0,0.0,0.0133401821811104,0.0,0,0,0,0,0,0
GOLGA2,0.060622184802866,0.0206135541097444,0.0196554450795821,0.0,0,0,0,0,0,0
TGFBR1,0.0,0.0083954722811574,0.0674721389733071,0.6742424242424242,1,0,0,0,0,0
FKBP1A,0.0,0.038629725415124,0.0331418795658139,0.0,0,0,0,0,0,0
RASGRF2,0.0306956090955334,0.4004274890569951,0.1043989640983303,0.0,1,0,0,0,0,0
RASGRF1,0.0,0.0340291261222471,0.0854998801820181,0.0,1,0,0,0,0,0
GRIA2,0.1210013640354756,0.3245785645259008,0.0,0.0,0,0,0,0,0,0
GRIA1,0.1214825353380026,0.3020041514611348,0.0,0.0,0,0,0,0,0,0
TYK2,0.0612189616495358,0.023495299925111,0.0443156214443696,0.0,0,0,0,0,0,0
IFNAR1,0.0,0.0084965922967127,0.0158260942623231,0.0,0,0,0,0,0,0
TFB2M,0.0307801922494032,0.2007657828626268,0.042002334974994,0.0,0,0,0,0,0,0
POLRMT,0.0,0.0188966326692542,0.0545116306098225,0.5492424242424242,0,0,0,0,0,0
DGCR8,0.0603459973632153,0.0140014706148492,0.0332575870305708,0.0,0,0,0,0,0,0
DROSHA,0.0307120075024784,0.0102927910171533,0.0745038654219927,0.0,0,0,0,0,0,0
TSNAX,0.0307531132217098,0.0045291805260355,0.0320068057896029,0.2727272727272727,0,0,0,0,0,0
