Gene,MF: BRCA,METH: BRCA,GE: BRCA,CNA: BRCA,hsa03440,hsa04010,hsa04110,hsa04115,hsa04151,hsa04310,hsa04330
SRC,0.0052301826514065,0.0271972227422612,0.0555807705976092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXN,0.0052568768017908,0.0183080252894458,0.076174576029165,0.267427122940431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPS,0.0,0.04165524307924,0.1022333590914875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNLIP,0.005299220353138,0.2270271743978059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNB1,0.0,0.0078951809144005,0.0057260016512612,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GNGT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CNGA1,0.0104416821702484,0.0299672868854117,0.324829306714097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNGB1,0.0,0.1251900933520541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNTB,0.0052289806609248,0.0103716261631403,0.009681977583005,0.4512040557667934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNTA,0.0052529340873634,0.0013570019814099,0.0421795670386416,0.7705956907477821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD50,0.0053059071748593,0.0051659989295538,0.0135972466644387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MRE11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KPNA2,0.010470400131809,0.0149797237812308,0.1934350647176289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBN,0.0105072107043392,0.0210367732380492,0.0118815524288879,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KAT5,0.0105863342624201,0.0022533089594241,0.0261016710779122,0.3054499366286438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATM,0.0366279297668577,0.0105337663093526,0.0790395688123044,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BAZ1B,0.0263657630051483,0.0054408595937749,0.0141881589717002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMARCA5,0.0157721521394842,0.0096116250636535,0.0037715999763384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2I,0.0,0.0016007000645165,0.0512041089204659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMO1,0.0,0.01505575897595,0.0241360616887633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2V2,0.0052732746278949,0.0374396089234441,0.0344368093538056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2N,0.0,0.0072195660745869,0.0454320665501861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARD1,0.0,0.0066453719475205,0.0774568435045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,0.0411303343633318,0.0246016706584248,0.080118804711534,0.4702154626108999,1.0,0.0,0.0,0.0,1.0,0.0,0.0
SUMO2,0.005301603918188,0.0034195545296801,0.0230162536661535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDC1,0.0158146544135946,0.0097654413283413,0.0278302318995739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERC2,0.0363139763883771,0.106332086731175,0.0388708148677488,0.4752851711026616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATRIP,0.0052926052418706,0.0001697764429383,0.0333249193702821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATR,0.0529295177196386,0.0062192339245793,0.0078002380349445,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
TIMELESS,0.0053101975108664,0.0010878641192573,0.1482164610665717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIPIN,0.0,0.016994600675975,0.012987337348641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP4R2,0.0053108844203152,0.0082206078072915,0.0077268311932466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP4C,0.0106207721231456,0.0026175690074119,0.1162859440323284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD51C,0.0106248846075752,0.0771880370202178,0.015260468549805,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
XRCC3,0.0,0.0633789307049542,0.0441337537762013,0.4144486692015209,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EME2,0.0,0.0009212220492821,0.0860702014855608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUS81,0.0159183306235655,0.0034852620646219,0.0008434084847692,0.3054499366286438,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EME1,0.0,0.0141215962998398,0.2068206685756071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA2,0.0309965055796574,0.0036191491808934,0.1325138883530181,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD51,0.0053087764769903,0.0002931959495698,0.2474921216971276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC4,0.0053063978746882,0.0338826105360357,0.0084386314694642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC1,0.0211721535709896,0.0,0.0001046492109712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XRCC1,0.00530900034426,0.005778124977834,0.0314557535370531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIG3,0.0158919119493618,0.0007173482264342,0.0624251914821954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XRCC6,0.0053059124301703,0.0080720957402962,0.0011197792833854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XRCC5,0.0,0.0335913335516703,0.0068684584632086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XRCC4,0.0104053866179233,0.0249229166145833,0.0250408845602953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIG4,0.0052961078644541,0.0012716579928376,0.0540245643239975,0.2256020278833967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEXB,0.0053114764190347,0.0009235256930156,0.0016766107408171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEXA,0.0106057074164518,0.0415560084376763,0.0104481850054161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT2,0.015889944178851,0.0135217319780668,0.027826594217622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,0.0158848276258458,0.0028329584410565,0.0333628901025266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOS1,0.0,0.0034975140159877,0.1071387033882152,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
CDK1,0.0051664402367448,0.003940677223761,0.3113493627674679,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
CCNB1,0.0053135443967902,0.0035481452567344,0.2618946328279016,0.3548795944233207,0.0,0.0,1.0,1.0,0.0,0.0,0.0
PCF11,0.0212070911787076,0.0096919553823992,0.0556606171832902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLP1,0.0,0.0370032778967305,0.0074728720854312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEAD1,0.0158149079174018,0.0096449496857816,0.1418069888571162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAP1,0.0,0.0903999463665623,0.1476534337373687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEAD2,0.0052943000823751,0.0092401138509609,0.0090088393359773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEAD3,0.0052986717401598,0.0309316708224524,0.0182263777793182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEAD4,0.0105693216607538,0.008704587771946,0.0962948918196717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK8,0.0053037818572179,0.0125702597400905,0.0032937397675258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNC,0.0052855024643393,0.0038007270253392,0.0197448355163146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAD7,0.0,0.0013761763069265,0.0176582047432783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF111,0.0052753325587601,0.0355394317758052,0.0299424295119863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTEN,0.137714970835926,0.001223803138636,0.0719178726964498,0.4055766793409379,0.0,0.0,0.0,1.0,1.0,0.0,0.0
TP53,0.4505216460252861,0.0081863152958705,0.003040708780048,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
TSC1,0.005220530062829,0.0,0.0555472847041031,0.376425855513308,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TSC2,0.01033313324565,0.0043064256203086,0.0088275968597193,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
SCO2,0.0,0.0019831876773487,0.0729405924190877,0.6235741444866921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRM2B,0.0,0.001086347301785,0.0012332099221431,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GLS2,0.0,0.0891298166885268,0.0318498260227506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP3,0.0,0.267775508516327,0.108945971781455,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PMAIP1,0.0053126377953301,0.0285150033201604,0.1570134936797038,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BID,0.0052751767421748,0.0180799863527346,0.0428889797648259,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TP53AIP1,0.0,0.2489540248975802,0.4436310871840138,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZNF420,0.0105782524474615,0.0005183164017201,0.0360529409230934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEAP3,0.0053016532596229,0.0221238908507289,0.0632054071336132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BNIP3L,0.0,0.086964036763938,0.0899674735981659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIAP1,0.0,0.0057423040720438,0.005536595771196,0.267427122940431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIFM2,0.0052319118328001,0.0622236466735047,0.1848267998597224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TP53INP1,0.0155793261959454,0.0118592522892757,0.0857131462404768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APAF1,0.0208887363888897,0.0037240550369502,0.0079214594162484,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PIDD1,0.0053052721551349,0.0201047891745767,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CRADD,0.0,0.011406915002028,0.0455935879509925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLRC4,0.0159034583501342,0.1643981066363702,0.0216291814828088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASP6,0.0053142022191556,0.0148260127676072,0.0504604103800365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASP10,0.0,0.0897250983269857,0.1535815218180047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDRG1,0.0,0.0299621779635408,0.1025776890271894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2L14,0.0053103674203275,0.0,0.0451929313724943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIRC5,0.0,0.005053822661599,0.4131528533764328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL6,0.0052997754350777,0.0055753446599049,0.1724716919754746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF385A,0.005294457797142,0.3579220528717305,0.0557045411692665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ARID3A,0.005311582492764,0.0002313397844298,0.0891426880884373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2F7,0.0,0.0020534418582364,0.2379399128519755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2F8,0.0,0.0378234460611542,0.3410688545861603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GADD45A,0.0,0.0608304974930423,0.0492978243031369,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
AURKA,0.0,0.0045395455017533,0.3208842939050246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCNA,0.0106207144433166,0.0056084897087382,0.1203126137342693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BAX,0.0,0.0017598015919868,0.0984119674023872,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SFN,0.0,0.3024815566758754,0.023442169304645,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
PLK2,0.0211581965518868,0.0041723383539661,0.0433254490295318,0.3548795944233207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLK3,0.0159416503285308,0.0006551166207827,0.1043135762005461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGCC,0.0053157403912463,0.1859502427867372,0.2079364085621183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAGL1,0.0052897768677888,0.0118053221576324,0.2572245908569649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATF2,0.0105208452856241,0.0027317067205856,0.0412345164621155,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
JUN,0.010619588958288,0.0005202886246192,0.2132137341796165,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
FOS,0.010575537333139,0.002887567680495,0.382256271267847,0.4512040557667934,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PMS2,0.0105133707557266,0.0081395182963567,0.0095956272043819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLH1,0.0105737429072277,0.0012470165262205,0.0031718536569676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FANCC,0.0053030439421586,0.0137433638882681,0.0186823406777624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDB2,0.0105784676303444,0.0015414376360617,0.070112721611084,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PRDM1,0.0159229763996302,0.1890461840711488,0.0093065613921728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDM2,0.0052265084406123,0.0060501638681806,0.0275037241430813,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
MDM4,0.005263458505983,0.0097101967538229,0.0006595093247082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CCNG1,0.0,0.005502915581001,0.0928440723889051,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HIPK2,0.0158291076764233,0.0019423474141568,0.1066700147328473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIN1,0.0,0.0033054939463127,0.0436432407506695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIPK1,0.0105393624922138,0.0087139855196781,0.0561855460862634,0.4512040557667934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSRP1,0.0212387759689367,0.0204304779535799,0.0148948394614259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUPT16H,0.0105574717876264,0.0189173982011656,0.0154414137826895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK2A1,0.005013185489636,0.0,0.021174542896909,0.2027883396704689,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CSNK2A2,0.0053149934456336,0.0064908162695345,0.0768640632008607,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TPX2,0.0,0.0179211208616567,0.3913230731744605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOC2L,0.0159313833183144,0.0971523112442606,0.0517021105821117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK5R1,0.0,0.132253867763557,0.1073845793958592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK5,0.0106196932149924,0.0275479539736968,0.1320774903784027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU4F1,0.0,0.6831359833713079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU4F2,0.0053108744750129,0.6044323165384875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BANP,0.0,0.0063711534169655,0.0109316025286891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHF20,0.0106238398151462,0.0196552109758421,0.0007663448844125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L3MBTL1,0.0158866839187634,0.2680929557837624,0.0756680388216913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHMT2,0.0,0.0362077126408482,0.0539928197336016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHMT1,0.0206944288417623,0.0041112156525749,0.0090026951765261,0.376425855513308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFAP2A,0.0371075579847825,0.0069561726669092,0.0574761408691975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEK,0.0,0.0002538922563517,0.0162517352747043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFAP2C,0.0159347511474852,0.0253286770645361,0.1189578160983198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWOX,0.0052670860550288,0.0018615983503294,0.064728574637876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFAP2B,0.0106189930682848,0.1057940692198544,0.0879637018980298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YEATS4,0.0,0.0294683965498229,0.0376601576488608,0.3485424588086185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESR1,0.0314887752201902,0.4186610521343391,0.1479262478136903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATAD2,0.0158828178345533,0.0189579098128563,0.1855784846405312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,0.0051127303814051,0.1605729100489906,0.0367358375546545,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
TGFA,0.0052993834976696,0.0075350361819738,0.1445659550139445,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
CDKN1A,0.0105299013948639,0.0218832247713846,0.0450608122272589,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
RUNX1,0.1423829263450789,0.5275715278713973,0.0009773547655643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP73,0.0208330746749212,0.2858950818995346,0.0280597210989532,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZFPM1,0.0159150506598708,0.0269938347903566,0.0625086369910604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATA1,0.0,0.066908974534134,0.1214610360977203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSK,0.0,0.2679260590445487,0.019625309032593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB13,0.0,0.0292168541283083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCND1,0.0053051222863264,0.0113569111876019,0.0788501448716966,0.5031685678073511,0.0,0.0,1.0,1.0,1.0,1.0,0.0
CDK4,0.0,0.0182448098333418,0.0373885538735748,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
ESRRA,0.0,0.0055655826623855,0.0038620925947303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPARGC1A,0.0158885616488147,0.0665498511702437,0.2940295166170498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWIST1,0.0,0.3204896068548057,0.1959355249594951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNX2,0.0157823101758242,0.0254833491484648,0.16206053047089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKX3-2,0.0,0.2161281710801371,0.2032089444293661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSX2,0.0106263893109104,0.0386223846803703,0.0266905791598696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAD4,0.0209443330339842,0.0053837845252637,0.0785221521795521,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
SMAD1,0.01061072204927,0.0020565824393283,0.0302941486348401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNX3,0.0,0.3058690856456724,0.0874059185639722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAD3,0.0053108950304515,0.0035969251898316,0.0678220036304764,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TFDP1,0.0159141615747786,0.0216616411326087,0.0275143494445571,0.2256020278833967,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E2F6,0.0,0.09476842893083,0.022388903946349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFDP2,0.0103786336987902,0.0946592414263451,0.0360379906089843,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MGA,0.0300944041318724,0.2721893228940368,0.0460040173550676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAX,0.0053004214560046,0.0119522761068315,0.003578047463101,0.4512040557667934,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SUPT4H1,0.0,0.0085337534163709,0.0367954785233709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUPT5H,0.0211984637648079,0.1243319677426273,0.0114305285005361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOB,0.0,0.0033153173146247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOC,0.0,0.0090496484277512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2F1,0.0,0.0242045033685508,0.0102310640968881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2F2,0.0,0.0197197296364569,0.0020008396781959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCBP2,0.0,0.0043120020302125,0.0240853235482264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCBP1,0.0106114163727129,0.0154362042154665,0.020334238191327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAP1,0.0105993940106053,0.001187547891326,0.1023987745551787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAP2,0.0,0.0723612191485707,0.027270903083474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMN,0.0,0.1280672209469597,0.1286474265588186,0.4144486692015209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUBN,0.0263630159492684,0.5194177588525735,0.2379140540764738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMAA,0.0052490129200402,0.0193443575801111,0.0131952915964484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FASLG,0.005310743328147,0.0499534036774658,0.007262619376297,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FAS,0.0052911705112163,0.04819855724565,0.1102294008858917,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BAG4,0.0106159638845017,0.0023704677012318,0.0156719115291086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF1A,0.0,0.0052374083956384,0.053057645397959,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TNF,0.0,0.288235497437451,0.0111043017685636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TAX1BP1,0.0105437741105286,0.0273061283643703,0.0018088058200719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFAIP3,0.0105867499041646,0.0023998589443002,0.0587100954387316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF10A,0.010622009297993,0.0070639157690643,0.0421389694065819,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TNFRSF10D,0.010616452451859,0.4276987117257673,0.2773678859271899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF10B,0.0053062094517838,6.295815644839108e-05,0.0407276501354819,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NGF,0.005315727257553,0.1765642751025336,0.1336415301492734,0.4512040557667934,0.0,1.0,0.0,0.0,1.0,0.0,0.0
NGFR,0.0106113429991205,0.1197656005763108,0.3588090765679411,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
IRAK1,0.0052285711336916,0.0352254753083814,0.0433342290429752,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MYD88,0.0,0.0181253070145183,0.0461687520433944,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
