gene1,gene2
CYP51A1,DHCR7
CYP51A1,LBR
CYP51A1,LSS
CYP51A1,HMGCS2
CYP51A1,CH25H
CYP51A1,IDI2
CYP51A1,FAXDC2
CYP51A1,IDI1
CYP51A1,PPIG
CYP51A1,SQLE
CYP51A1,HMGCR
CYP51A1,TM7SF2
CYP51A1,MSMO1
USP28,RPS27A
USP28,TP53BP1
USP28,UBC
USP28,UBA52
USP28,UBB
USP28,MYC
USP28,CHEK2
USP28,CLSPN
USP28,FBXW7
HSPB6,HSPB1
HSPB6,SFN
HSPB6,BAG3
PDK4,HSPA9
USH1C,MYO15A
USH1C,OTOG
USH1C,ADGRV1
USH1C,MYO7A
USH1C,USH2A
USH1C,MYO7B
USH1C,CDHR2
USH1C,PCDH15
USH1C,WHRN
USH1C,USHBP1
USH1C,CLRN1
USH1C,PDZD7
USH1C,SLC4A7
USH1C,CDH23
USH1C,CDHR5
USH1C,USH1G
USH1C,ANKS4B
RALA,RALGAPB
RALA,MAPK9
RALA,EXOC5
RALA,RHOA
RALA,PLD1
RALA,EXOC8
RALA,RASA1
RALA,RALBP1
RALA,RGL4
RALA,RALGAPA2
RALA,EXOC3
RALA,MAPK8
RALA,PPP2R1B
RALA,RAC2
RALA,RALB
RALA,RAC3
RALA,RGL2
RALA,EXOC1
RALA,EXOC4
RALA,LRPAP1
RALA,SRC
RALA,EXOC6
RALA,EXOC7
RALA,RALGDS
RALA,EXOC2
RALA,PLD2
RALA,RGL1
RALA,FLNA
BAIAP2L1,WASL
CACNG3,GRIA4
CACNG3,CACNG7
CACNG3,CACNA2D1
CACNG3,CACNA1F
CACNG3,CACNA1S
CACNG3,CACNG1
CACNG3,CACNA1D
CACNG3,GRIA3
CACNG3,GRIA1
CACNG3,CACNA1C
CACNG3,CACNB4
CACNG3,CACNG8
CACNG3,CACNG4
CACNG3,CACNA2D4
CACNG3,CACNB1
CACNG3,GRIA2
CACNG3,CACNG6
CACNG3,CACNB3
DVL2,CXXC4
DVL2,GNAQ
DVL2,FRAT1
DVL2,NOTCH3
DVL2,WNT3A
DVL2,VANGL1
DVL2,DVL3
DVL2,FZD3
DVL2,DACT1
DVL2,TRIM29
DVL2,FZD5
DVL2,WWOX
DVL2,FRAT2
DVL2,CSNK2A3
DVL2,CTNNB1
DVL2,DVL1
DVL2,AXIN2
DVL2,NOTCH1
DVL2,NKD2
DVL2,PRICKLE1
DVL2,WWTR1
DVL2,ARRB2
DVL2,CSNK2B
DVL2,FZD4
DVL2,PRICKLE3
DVL2,FZD7
DVL2,FZD2
DVL2,NOTCH2
DVL2,CSNK2A2
DVL2,CSNK1D
DVL2,NKD1
DVL2,LRP6
DVL2,FZD8
DVL2,APC
DVL2,FZD1
DVL2,BAMBI
DVL2,GSK3B
DVL2,AXIN1
DVL2,WNT5A
DVL2,CSNK2A1
DVL2,PARD6A
DVL2,SENP2
DVL2,CSNK1E
DVL2,PLK1
DVL2,ARRB1
DVL2,PRICKLE2
DVL2,NOTCH4
DVL2,FZD6
DVL2,PRICKLE4
DVL2,DAAM1
DVL2,VANGL2
DVL2,INVS
DVL2,WNT11
DVL2,DAAM2
DVL2,FZD9
DVL2,APC2
DVL2,LRP5
RPAP3,PDRG1
RPAP3,RUVBL1
RPAP3,PIH1D1
RPAP3,POLR3A
RPAP3,PTGES3
RPAP3,GPN1
RPAP3,RPAP2
RPAP3,PPP1CC
RPAP3,URI1
RPAP3,POLR2J
RPAP3,HSP90AA1
RPAP3,RUVBL2
RPAP3,TARBP2
RPAP3,HSP90AB1
RPAP3,PPP1CA
RPAP3,PIH1D2
RPAP3,DNAAF10
RPAP3,UXT
RPAP3,PFDN2
RPAP3,PFDN6
RPAP3,RPAP1
RPAP3,POLR2E
SKAP2,LCP2
SKAP2,FYB1
SKAP2,ITGA5
SKAP2,ITGA4
SKAP2,ITGB1
SKAP2,FYN
HOXA11,HOXA10
HOXA11,FOXO1
CX3CL1,CCL11
CX3CL1,CXCL12
CX3CL1,CCR5
CX3CL1,CCR7
CX3CL1,CSF2
CX3CL1,IFNG
CX3CL1,CCL21
CX3CL1,CXCL1
CX3CL1,CSF3
CX3CL1,CXCL13
CX3CL1,FGF13
CX3CL1,CCL17
CX3CL1,FGF2
CX3CL1,CCL20
CX3CL1,FLT3LG
CX3CL1,CXCR4
CX3CL1,CXCR1
CX3CL1,CX3CR1
CX3CL1,CXCR6
CX3CL1,CCR3
CX3CL1,CD200R1
CX3CL1,CCL7
CX3CL1,CCR1
CX3CL1,CXCR3
CX3CL1,XCR1
CX3CL1,CCL1
CX3CL1,CCL4
CX3CL1,CXCR2
CX3CL1,CXCL11
CX3CL1,CCR6
CX3CL1,CXCL9
CX3CL1,EGF
CX3CL1,CXCL16
CX3CL1,CXCL10
CX3CL1,CCL22
TRAPPC6A,TRAPPC13
TRAPPC6A,TRAPPC2
TRAPPC6A,TRAPPC1
TRAPPC6A,RAB1A
TRAPPC6A,TRAPPC4
TRAPPC6A,TRAPPC3L
TRAPPC6A,TRAPPC5
TRAPPC6A,TRAPPC8
TRAPPC6A,TRAPPC12
TRAPPC6A,TRAPPC10
TRAPPC6A,TRAPPC11
TRAPPC6A,TRAPPC2L
TRAPPC6A,TRAPPC6B
TRAPPC6A,TRAPPC2B
TRAPPC6A,TRAPPC3
YBX2,NOBOX
YBX2,FIGLA
YBX2,SOHLH1
CRY1,PRKAG3
CRY1,PRH2
CRY1,BTRC
CRY1,PRH1
CRY1,NPAS2
CRY1,RORC
CRY1,BHLHE40
CRY1,NFIL3
CRY1,CRY2
CRY1,CLOCK
CRY1,NR1D1
CRY1,PRKAB2
CRY1,TIMELESS
CRY1,CSNK1D
CRY1,PRKAG1
CRY1,BMAL1
CRY1,PRKAA1
CRY1,FBXL3
CRY1,BMAL2
CRY1,TPTEP2-CSNK1E
CRY1,NR3C1
CRY1,CSNK1E
CRY1,RORB
CRY1,PRKAG2
CRY1,PER1
CRY1,PRKAB1
CRY1,PER2
CRY1,BHLHE41
CRY1,RORA
CRY1,PER3
CRY1,PRKAA2
CRY1,NR1D2
PGLYRP1,HSPA4
PGLYRP1,TREM1
STARD3NL,STARD3
STARD3NL,VAPB
STARD3NL,NPC2
STARD3NL,VAPA
STARD3NL,STAR
CAMK1G,NOS3
CAMK1G,CALM3
CD74,RPL30
CD74,RPS17
CD74,MRPL36
CD74,SEC61A1
CD74,HLA-DPB1
CD74,RSAD1
CD74,POLR2C
CD74,RPL4
CD74,POLR1C
CD74,RPS4X
CD74,RPS7
CD74,RPLP1
CD74,HLA-DQB1
CD74,RPS5
CD74,HLA-DOA
CD74,RPL26L1
CD74,MRPL33
CD74,RPS28
CD74,RPS25
CD74,MED1
CD74,CXCR4
CD74,CD44
CD74,RPL10A
CD74,HLA-DQA2
CD74,MRPL12
CD74,MRPL21
CD74,RPL8
CD74,RPS20
CD74,MRPS9
CD74,CTSS
CD74,RPL23A
CD74,RPL17
CD74,HLA-DQB2
CD74,RPS8
CD74,MRPL17
CD74,RPL22L1
CD74,RPS15
CD74,RPS2
CD74,RPL24
CD74,RPS10-NUDT3
CD74,RPL37A
CD74,MRPS6
CD74,UBA52
CD74,RPS6
CD74,RPL26
CD74,LGMN
CD74,TUFM
CD74,RPS24
CD74,RPL11
CD74,RPS27L
CD74,MRPS12
CD74,RPS21
CD74,RPL9
CD74,RPL18
CD74,HLA-DMA
CD74,RPL7
CD74,IMP3
CD74,MRPL32
CD74,RPL13
CD74,MIF
CD74,RPL6
CD74,AKNAD1
CD74,RPL36
CD74,RPL27A
CD74,HLA-DQA1
CD74,RPS10
CD74,MRTO4
CD74,RPS4Y2
CD74,HLA-DRB1
CD74,RPL7A
CD74,RPL23
CD74,RPL7L1
CD74,RPS19
CD74,CXorf66
CD74,MRPS16
CD74,RACK1
CD74,RPL15
CD74,RPL35
CD74,RPSA
CD74,RPS12
CD74,RPL19
CD74,RPS16
CD74,WDR31
CD74,RPL5
CD74,RPL34
CD74,RPS18
CD74,POLR2F
CD74,CXCR2
CD74,MRRF
CD74,RPL12
CD74,CTSB
CD74,SNU13
CD74,RPLP2
CD74,RPS15A
CD74,IFI35
CD74,MRPS5
CD74,RPS9
CD74,ATP5F1A
CD74,ARL6IP1
CD74,RPL38
CD74,RPL39
CD74,RPL13A
CD74,RPL10L
CD74,RPL17-C18orf32
CD74,APP
CD74,RPS23
CD74,RSRC1
CD74,MRPL20
CD74,HLA-DMB
CD74,NPSR1
CD74,FAU
CD74,PDCD11
CD74,RPL22
CD74,RPL29
CD74,RPL27
CD74,TPT1
CD74,RPLP0
CD74,RPL32
CD74,EIF1AY
CD74,RPS27A
CD74,HLA-DOB
CD74,RPS3A
CD74,HLA-DRB5
CD74,CTSL
CD74,RPS13
CD74,RPS3
CD74,RPL3L
CD74,HLA-DPA1
CD74,RPS4Y1
CD74,MRNIP
CD74,RPS11
CD74,RPL28
CD74,RPS27
CD74,DOCK4
CD74,EIF5B
CD74,MRPL9
CD74,RPL3
CD74,RPL31
CD74,FLT3LG
CD74,RPL37
CD74,MRPL27
CD74,RPL35A
CD74,MRPS10
CD74,MRPL19
CD74,RPS26
CD74,RPL18A
CD74,EIF1AX
CD74,EEF2
CD74,HLA-DRA
CD74,RPL21
CD74,RPL39L
CD74,RPL14
CD74,EIF2S1
CD74,SEC61A2
CD74,DDT
CD74,FANCE
CD74,RPS29
CPA1,CPA2
CPA1,CTRC
CPA1,CELA2A
CPA1,PNLIP
CPA1,PRSS1
CPA1,CTRB1
CPA1,CTRB2
CPA1,CPB1
CPA1,CPA3
CPA1,CELA3A
CPA1,CELA3B
CPA1,CTRL
RANBP9,WDR26
RANBP9,DDX4
RANBP9,GID4
RANBP9,MPHOSPH8
RANBP9,GID8
RANBP9,YPEL5
RANBP9,AXL
RANBP9,MAEA
RANBP9,RANBP10
RANBP9,RMND5A
RANBP9,ARMC8
RANBP9,MKLN1
RANBP9,L1CAM
CD4,HLA-DMB
CD4,IL5
CD4,PDCD1LG2
CD4,SKP1
CD4,LCP2
CD4,ENPEP
CD4,HLA-DRB5
CD4,CD2
CD4,TFRC
CD4,HLA-DOB
CD4,PRF1
CD4,TLR9
CD4,CD276
CD4,PIP
CD4,HLA-DPA1
CD4,CD19
CD4,CCR5
CD4,IL10
CD4,CXCL8
CD4,CD274
CD4,CD34
CD4,CD33
CD4,IFNG
CD4,CSF2
CD4,CCR7
CD4,CCL19
CD4,CCL21
CD4,TNFRSF18
CD4,IGLL5
CD4,CD80
CD4,CD8A
CD4,ERVW-1
CD4,GOLPH3
CD4,FYN
CD4,CD1C
CD4,ITK
CD4,CD247
CD4,CD38
CD4,CD3G
CD4,CD40
CD4,FBXW11
CD4,HLA-A
CD4,GZMB
CD4,ITIH4
CD4,HLA-DRA
CD4,CCRL2
CD4,ITGAL
CD4,TNFRSF4
CD4,FASLG
CD4,STAT6
CD4,IL22
CD4,IL2RA
CD4,CD28
CD4,IL7R
CD4,HLA-C
CD4,HLA-B
CD4,CD1D
CD4,IFNA1
CD4,IL2RG
CD4,BTRC
CD4,CD82
CD4,TLR4
CD4,FCGR1A
CD4,LAG3
CD4,CD8B2
CD4,AOC3
CD4,PTPRC
CD4,NCAM1
CD4,ICOS
CD4,RAG1
CD4,ITGAX
CD4,HLA-DQA2
CD4,CD44
CD4,CD40LG
CD4,CXCR4
CD4,TNF
CD4,IL1B
CD4,CD7
CD4,PDCD1
CD4,IL3RA
CD4,CD3E
CD4,IL7
CD4,CD86
CD4,STAT1
CD4,SYK
CD4,CTLA4
CD4,CD69
CD4,IL1A
CD4,CD3D
CD4,CD68
CD4,NFKB1
CD4,HLA-DPB1
CD4,IL2
CD4,CXCR3
CD4,CD81
CD4,ICAM1
CD4,RBX1
CD4,IL17F
CD4,IDO1
CD4,SELL
CD4,HLA-DOA
CD4,IL13
CD4,HLA-DQB1
CD4,TRAT1
CD4,CD8B
CD4,IL2RB
CD4,FOXP3
CD4,CCL3
CD4,GATA3
CD4,ITGAM
CD4,TBX21
CD4,PLAT
CD4,IL15
CD4,FN1
CD4,CD1B
CD4,CCL4
CD4,CD5
CD4,CXCR5
CD4,CUL1
CD4,TGFB1
CD4,CCR6
CD4,PTK2
CD4,ZAP70
CD4,IL6
CD4,IL4
CD4,HLA-DMA
CD4,IL16
CD4,HLA-DRB1
CD4,HLA-DQA1
CD4,IL17A
CD4,CD27
CD4,STAT3
PPP5C,MAP3K5
PPP5C,CCT8
PPP5C,STIP1
PPP5C,PSMG1
PPP5C,CCT2
PPP5C,CCT4
PPP5C,CCT7
PPP5C,PTGES3
PPP5C,BRAF
PPP5C,TCP1
PPP5C,CCT3
PPP5C,HSP90AA1
PPP5C,CCT6B
PPP5C,CDC37
PPP5C,HSP90AB1
PPP5C,TSC1
PPP5C,CCT5
PPP5C,DNAJC9
PPP5C,PSMG2
PPP5C,CCT6A
MAP4K5,CRK
MAP4K5,GRB2
INMT,DDC
INMT,IDO1
INMT,MAOB
INMT,AANAT
INMT,IDO2
INMT,MAOA
INMT,AOC1
ERCC1,ERCC2
ERCC1,RAD52
ERCC1,GTF2H2
ERCC1,ERCC8
ERCC1,RPA1
ERCC1,PAXX
ERCC1,ZSWIM7
ERCC1,KDM1A
ERCC1,WRN
ERCC1,RCOR1
ERCC1,FANCC
ERCC1,GTF2H1
ERCC1,FANCM
ERCC1,XRCC4
ERCC1,LIG1
ERCC1,ERCC5
ERCC1,XPC
ERCC1,RAD51
ERCC1,LIG4
ERCC1,MSH2
ERCC1,ERCC4
ERCC1,XPA
ERCC1,XRCC5
ERCC1,DDB2
ERCC1,ERCC3
ERCC1,XRCC1
ERCC1,XRCC6
ERCC1,MSH3
ERCC1,MLH1
ERCC1,MSH6
ERCC1,FEN1
ERCC1,POLD1
ERCC1,FANCL
ERCC1,FANCI
ERCC1,BRCA2
ERCC1,RAD23B
ERCC1,DCLRE1C
ERCC1,SLX1A
ERCC1,MUS81
ERCC1,SWSAP1
ERCC1,ATM
ERCC1,DDB1
ERCC1,PRKDC
ERCC1,ERCC6
ERCC1,PARP1
ERCC1,NHEJ1
ERCC1,FANCG
ERCC1,XRCC3
ERCC1,PHF21A
ERCC1,ATP23
ERCC1,CETN2
ERCC1,BIVM-ERCC5
ERCC1,FANCD2
ERCC1,EME1
ERCC1,BRCA1
ERCC1,SLX4
HEBP1,FPR3
COX15,UQCRFS1
COX15,NDUFS4
COX15,COX2
COX15,SURF1
COX15,SCO2
COX15,COX4I2
COX15,CYC1
COX15,UQCRC2
COX15,SCO1
COX15,COX10
COX15,COX7C
COX15,COX6B1
COX15,COX3
COX15,COA3
COX15,COX1
COX15,NDUFA4
COX15,PET117
COX15,CYTB
COX15,COX5A
COX15,BCS1L
COX15,COX11
COX15,TACO1
COX15,HCCS
MS4A12,MS4A4E
MS4A12,MS4A6E
RGPD5,RANGAP1
RGPD5,TNPO1
XYLT2,SLC6A20
XYLT2,GRB2
XYLT2,XYLT1
XYLT2,B4GALT7
SCTR,GNAS
SCTR,VIP
SCTR,SCT
SCTR,GNG2
SCTR,GNB1
SCTR,ANO6
SCTR,ADCYAP1
SNAI2,HDAC1
SNAI2,CDH2
SNAI2,TP53
SNAI2,CDH1
SNAI2,SOX9
SNAI2,SIN3A
SNAI2,VIM
SNAI2,MDM2
SNAI2,SNAI1
SNAI2,TWIST1
SNAI2,KDM1A
SLC7A9,SLC3A2
SLC7A9,SLC3A1
RB1CC1,BECN1
RB1CC1,ULK2
RB1CC1,GABARAPL2
RB1CC1,PTK2B
RB1CC1,ULK1
RB1CC1,CCPG1
RB1CC1,ATG5
RB1CC1,WIPI1
RB1CC1,SQSTM1
RB1CC1,ATG7
RB1CC1,NBR1
RB1CC1,PTK2
RB1CC1,TP53
RB1CC1,ATG12
RB1CC1,ATG16L1
RB1CC1,BECN2
RB1CC1,MAP1LC3A
RB1CC1,C9orf72
RB1CC1,WIPI2
RB1CC1,GABARAP
RB1CC1,ATG16L2
RB1CC1,MAP1LC3B
RB1CC1,ATG14
RB1CC1,SESN2
RB1CC1,TBKBP1
RB1CC1,SMCR8
RB1CC1,OPTN
RB1CC1,PIK3C3
RB1CC1,NRBF2
RB1CC1,CALCOCO2
RB1CC1,GABARAPL1
RB1CC1,MTOR
RB1CC1,AMBRA1
RB1CC1,AKT1S1
RB1CC1,TBK1
RB1CC1,ATG10
RB1CC1,MAP3K5
RB1CC1,PIK3R4
RB1CC1,ATG101
RB1CC1,MAP1LC3C
RB1CC1,ATG13
RB1CC1,ATG3
RB1CC1,RPTOR
AKAP11,PRKACA
AKAP11,AKAP1
AKAP11,PRKACB
AKAP11,GSK3B
AKAP11,IQGAP2
PIGQ,PIGP
PIGQ,PIGH
PIGQ,PIGC
PIGQ,DPM2
PIGQ,PIGA
PIGQ,PIGY
PIGQ,PIGL
CDH17,CTNND2
CDH17,VCL
CDH17,PTPN1
CDH17,CLDN5
CDH17,PECAM1
CDH17,AFDN
CDH17,OCLN
CDH17,DSP
CDH17,KDR
CDH17,PSEN1
CDH17,CTNND1
CDH17,CTNNA2
CDH17,CTNNA1
CDH17,NECTIN1
CDH17,CTNNB1
CDH17,KLRG1
CDH17,TJP1
B4GALT7,XYLT1
B4GALT7,B3GALT6
B4GALT7,B3GAT3
CHPF2,CSGALNACT2
CHPF2,CSGALNACT1
CHPF2,CHPF
GABARAPL2,PLEKHM1
GABARAPL2,WIPI2
GABARAPL2,CD300C
GABARAPL2,MAP1LC3B
GABARAPL2,GABARAP
GABARAPL2,BCL2L13
GABARAPL2,MAP1B
GABARAPL2,ATG12
GABARAPL2,PRKACB
GABARAPL2,BECN2
GABARAPL2,ATG16L1
GABARAPL2,SQSTM1
GABARAPL2,WIPI1
GABARAPL2,NBR1
GABARAPL2,MAP1A
GABARAPL2,ATG7
GABARAPL2,SIRT1
GABARAPL2,TECPR2
GABARAPL2,ATG4D
GABARAPL2,TBC1D5
GABARAPL2,ATG5
GABARAPL2,MAP1S
GABARAPL2,PEX6
GABARAPL2,PEX10
GABARAPL2,BNIP3
GABARAPL2,FUNDC1
GABARAPL2,PSMD4
GABARAPL2,ULK1
GABARAPL2,TBC1D15
GABARAPL2,BECN1
GABARAPL2,TAX1BP1
GABARAPL2,ULK2
GABARAPL2,ATG4C
GABARAPL2,RETREG1
GABARAPL2,ATG13
GABARAPL2,PRKACG
GABARAPL2,ATG3
GABARAPL2,PRKACA
GABARAPL2,BNIP3L
GABARAPL2,ATG4A
GABARAPL2,TBC1D17
GABARAPL2,PIK3R4
GABARAPL2,ATG4B
GABARAPL2,ATG10
GABARAPL2,NCOA4
GABARAPL2,CALCOCO2
GABARAPL2,TP53INP2
GABARAPL2,GABARAPL1
GABARAPL2,TBC1D25
GABARAPL2,UBA5
GABARAPL2,ATG14
GABARAPL2,PIK3C3
GABARAPL2,OPTN
GABARAPL2,ATL3
MYOC,CYP1B1
MYOC,FLOT1
MYOC,SPARCL1
MYOC,OPTN
MYOC,FBN1
MYOC,ASB10
MYOC,OLFM3
OTC,ARG1
OTC,ACY1
OTC,ARG2
OTC,PGM5
OTC,NAGS
OTC,GBE1
OTC,NOS1
OTC,PGM1
OTC,AGMAT
OTC,NOS2
OTC,CAD
OTC,NOS3
OTC,ASS1
OTC,OAT
OTC,CPS1
OTC,ASL
HOXC8,HOXC9
MRI1,CYREN
MRI1,ADI1
MRI1,ENOPH1
MRI1,PNP
MRI1,MTAP
MRI1,APIP
BOD1L1,HCFC2
BOD1L1,CXXC1
BOD1L1,SETD1A
BOD1L1,WDR5
BOD1L1,RBBP5
RTN4R,OMG
RTN4R,NGFR
RTN4R,RTN4
RTN4R,LINGO1
RTN4R,ANPEP
RTN4R,MAG
RTN4R,KIAA0319L
RTN4R,TNFRSF19
PSMA4,PSME2
PSMA4,UBC
PSMA4,PSMD8
PSMA4,PSMC6
PSMA4,PSMB3
PSMA4,POMP
PSMA4,DESI1
PSMA4,PSMA3
PSMA4,PSMC1
PSMA4,PSMB8
PSMA4,PSMD14
PSMA4,PSMB9
PSMA4,PSMD1
PSMA4,PSMB2
PSMA4,CHRNA3
PSMA4,PSMA5
PSMA4,CHRNB4
PSMA4,AKIRIN2
PSMA4,PSMD2
PSMA4,PSMA8
PSMA4,PSMD7
PSMA4,PSMB1
PSMA4,PSMD13
PSMA4,PSMA6
PSMA4,CHRNA5
PSMA4,RPS27A
PSMA4,PSMD12
PSMA4,PRKN
PSMA4,UBQLN4
PSMA4,PSMA1
PSMA4,PSME3
PSMA4,PSMB6
PSMA4,PSME1
PSMA4,ADRM1
PSMA4,PSMB4
PSMA4,PSMB5
PSMA4,PSMD6
PSMA4,PSMB7
PSMA4,UCHL5
PSMA4,PSMB11
PSMA4,PSMF1
PSMA4,HYKK
PSMA4,PSMB10
PSMA4,UBB
PSMA4,PSMG2
PSMA4,UBE2V2
PSMA4,PSMD3
PSMA4,USP14
PSMA4,PSMA2
PSMA4,PSMD4
PSMA4,PSMC2
PSMA4,PSMA7
PSMA4,PSMC3
PSMA4,PSMC4
PSMA4,PSMC5
PSMA4,PSME4
PSMA4,UBA52
PSMA4,PSMD11
ZPBP,SPA17
LCP2,LAT
LCP2,LAT2
LCP2,ITK
LCP2,CD247
LCP2,FYN
LCP2,TYROBP
LCP2,NCK2
LCP2,RABIF
LCP2,TEC
LCP2,MAP4K1
LCP2,PTPN11
LCP2,GRAP2
LCP2,VAV3
LCP2,CD6
LCP2,PTPN6
LCP2,LYN
LCP2,PTPRC
LCP2,VAV1
LCP2,UBASH3A
LCP2,RAP1B
LCP2,PLCG1
LCP2,PIK3R1
LCP2,CD3D
LCP2,BLNK
LCP2,GRB2
LCP2,FYB1
LCP2,PLCG2
LCP2,SOS1
LCP2,RAP1A
LCP2,SYK
LCP2,SHC1
LCP2,BTK
LCP2,FCER1G
LCP2,NCK1
LCP2,ZAP70
LCP2,GRAP
LCP2,SRC
LCP2,RANGAP1
LCP2,CBL
LCP2,SKAP1
LCP2,VAV2
LCP2,WAS
DCN,MMP14
DCN,FGF7
DCN,ACAN
DCN,RETN
DCN,ERBB2
DCN,TLR4
DCN,MFAP2
DCN,MMP2
DCN,TGFB2
DCN,VCAN
DCN,FGF5
DCN,FGF8
DCN,FBN1
DCN,EGFR
DCN,VTN
DCN,RETNLB
DCN,FGF17
DCN,SDC1
DCN,FGF22
DCN,LUM
DCN,ERBB4
DCN,FGF9
DCN,TGFB1
DCN,CCN2
DCN,FN1
DCN,SPARC
DCN,MSTN
DCN,FGF18
DCN,BGN
DCN,TLR2
DCN,FGF6
DCN,KDR
DCN,COL1A2
DCN,FGF20
DCN,EGF
DCN,DPT
DCN,FGF3
DCN,YBX1
DCN,MET
DCN,COL3A1
DCN,ERBB3
DCN,TNF
DCN,THBS1
DCN,YBX3
DCN,FGF4
DCN,FMOD
DCN,COL14A1
DCN,P3H3
DCN,COL1A1
DCN,HSPG2
DCN,TGFB3
DCN,IGF1
DCN,FGF16
DCN,FGF10
TNFRSF17,TNFSF13
TNFRSF17,CD40LG
TNFRSF17,TNFRSF13B
TNFRSF17,TNFSF13B
TNFRSF17,POU2AF1
TNFRSF17,TNFRSF13C
TNFRSF17,MZB1
MRPS10,MRPS23
MRPS10,RPL26
MRPS10,UBA52
MRPS10,RPS6
MRPS10,MRPS28
MRPS10,HIBCH
MRPS10,RPS15
MRPS10,RPS2
MRPS10,MRPL50
MRPS10,MRPS24
MRPS10,RPL22L1
MRPS10,MRPL17
MRPS10,RPS8
MRPS10,RPL37A
MRPS10,RPS10-NUDT3
MRPS10,MRPS6
MRPS10,RPL24
MRPS10,MRPL51
MRPS10,MTIF3
MRPS10,TEKTL1
MRPS10,MRPS33
MRPS10,MRPS9
MRPS10,MRPS25
MRPS10,MRPL39
MRPS10,MRPL21
MRPS10,RPL8
MRPS10,RPL17
MRPS10,RPL23A
MRPS10,MED1
MRPS10,RPS25
MRPS10,MRPS31
MRPS10,MRPL12
MRPS10,RPL10A
MRPS10,MRPS22
MRPS10,MCAT
MRPS10,RPS5
MRPS10,RPS28
MRPS10,RPL26L1
MRPS10,POLR2B
MRPS10,MRPL33
MRPS10,RPS4X
MRPS10,MRPS18A
MRPS10,RPS7
MRPS10,POLR1C
MRPS10,RPL4
MRPS10,RPLP1
MRPS10,SEC61A1
MRPS10,MRPL36
MRPS10,POLR2C
MRPS10,RSAD1
MRPS10,RPS17
MRPS10,KGD4
MRPS10,RPL30
MRPS10,MRPL18
MRPS10,EIF5A2
MRPS10,MRPL3
MRPS10,ERAL1
MRPS10,RPL5
MRPS10,MRPS26
MRPS10,WDR31
MRPS10,RPL19
MRPS10,RPS16
MRPS10,RPS18
MRPS10,RPL34
MRPS10,MRPL54
MRPS10,PTCD3
MRPS10,MRPL37
MRPS10,METTL15
MRPS10,RPL35
MRPS10,MRPL49
MRPS10,RACK1
MRPS10,RPL15
MRPS10,RPS19
MRPS10,RPL7L1
MRPS10,RPL23
MRPS10,MRPL45
MRPS10,MRPS16
MRPS10,RPL36
MRPS10,MRPL13
MRPS10,MRPL4
MRPS10,MRPL2
MRPS10,MRPS11
